"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Pecs","Mar 4, 2026, 12:44 PM","Mar 4, 2026, 1:46 PM","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",65,8,,,
"Pecs","Mar 4, 2026, 12:44 PM","Mar 4, 2026, 1:46 PM","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",65,8,,,
"Pecs","Mar 4, 2026, 12:44 PM","Mar 4, 2026, 1:46 PM","","Iso-Lateral Chest Press (Machine)",,"",3,"normal",60,9,,,
"Pecs","Mar 4, 2026, 12:44 PM","Mar 4, 2026, 1:46 PM","","Butterfly (Pec Deck)",,"",0,"normal",20,8,,,
"Pecs","Mar 4, 2026, 12:44 PM","Mar 4, 2026, 1:46 PM","","Butterfly (Pec Deck)",,"",1,"normal",20,8,,,
"Pecs","Mar 4, 2026, 12:44 PM","Mar 4, 2026, 1:46 PM","","Butterfly (Pec Deck)",,"",2,"normal",20,7,,,
"Pecs","Mar 4, 2026, 12:44 PM","Mar 4, 2026, 1:46 PM","","Butterfly (Pec Deck)",,"",3,"normal",15,10,,,
"Pecs","Mar 4, 2026, 12:44 PM","Mar 4, 2026, 1:46 PM","","Cable Fly Crossovers",,"H/H/B/B",0,"normal",7.5,10,,,
"Pecs","Mar 4, 2026, 12:44 PM","Mar 4, 2026, 1:46 PM","","Cable Fly Crossovers",,"H/H/B/B",1,"normal",7.5,10,,,
"Pecs","Mar 4, 2026, 12:44 PM","Mar 4, 2026, 1:46 PM","","Cable Fly Crossovers",,"H/H/B/B",2,"normal",7.5,10,,,
"Pecs","Mar 4, 2026, 12:44 PM","Mar 4, 2026, 1:46 PM","","Cable Fly Crossovers",,"H/H/B/B",3,"normal",7.5,9,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Lat Pulldown (Cable)",,"",0,"normal",60,7,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Lat Pulldown (Cable)",,"",1,"normal",55,8,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Lat Pulldown (Cable)",,"",2,"normal",55,9,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Lat Pulldown (Cable)",,"",3,"normal",55,10,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Seated Cable Row - Bar Grip",,"",0,"normal",60,9,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Seated Cable Row - Bar Grip",,"",1,"normal",55,10,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Seated Cable Row - Bar Grip",,"",2,"normal",55,10,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Seated Cable Row - Bar Grip",,"",3,"normal",55,10,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Single Arm Cable Row",,"",0,"normal",25,8,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Single Arm Cable Row",,"",1,"normal",25,10,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Single Arm Cable Row",,"",2,"normal",22.5,10,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Single Arm Cable Row",,"",3,"normal",22.5,10,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",14,7,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",14,7,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Seated Incline Curl (Dumbbell)",,"",2,"normal",12,8,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Seated Incline Curl (Dumbbell)",,"",3,"normal",,8,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Bicep Curl (Cable)",,"",0,"normal",20,10,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Bicep Curl (Cable)",,"",1,"normal",20,10,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Bicep Curl (Cable)",,"",2,"normal",17.5,10,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Bicep Curl (Cable)",,"",3,"normal",17.5,7,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Triceps Pushdown",,"",0,"normal",25,10,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Triceps Pushdown",,"",1,"normal",25,10,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Triceps Pushdown",,"",2,"normal",25,10,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Triceps Pushdown",,"",3,"normal",25,10,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Seated Triceps Press",,"",0,"normal",90,10,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Seated Triceps Press",,"",1,"normal",90,10,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Seated Triceps Press",,"",2,"normal",90,10,,,
"Dos / Biceps / Triceps","Mar 3, 2026, 8:32 PM","Mar 3, 2026, 10:09 PM","","Seated Triceps Press",,"",3,"normal",90,10,,,
"Pecs / épaules","Mar 2, 2026, 12:49 PM","Mar 2, 2026, 1:38 PM","","Incline Bench Press (Smith Machine)",,"",0,"normal",55,9,,,
"Pecs / épaules","Mar 2, 2026, 12:49 PM","Mar 2, 2026, 1:38 PM","","Incline Bench Press (Smith Machine)",,"",1,"normal",55,6,,,
"Pecs / épaules","Mar 2, 2026, 12:49 PM","Mar 2, 2026, 1:38 PM","","Incline Bench Press (Smith Machine)",,"",2,"normal",50,7,,,
"Pecs / épaules","Mar 2, 2026, 12:49 PM","Mar 2, 2026, 1:38 PM","","Incline Bench Press (Smith Machine)",,"",3,"normal",45,8,,,
"Pecs / épaules","Mar 2, 2026, 12:49 PM","Mar 2, 2026, 1:38 PM","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",70,7,,,
"Pecs / épaules","Mar 2, 2026, 12:49 PM","Mar 2, 2026, 1:38 PM","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",65,8,,,
"Pecs / épaules","Mar 2, 2026, 12:49 PM","Mar 2, 2026, 1:38 PM","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",60,8,,,
"Pecs / épaules","Mar 2, 2026, 12:49 PM","Mar 2, 2026, 1:38 PM","","Butterfly (Pec Deck)",,"",0,"normal",20,8,,,
"Pecs / épaules","Mar 2, 2026, 12:49 PM","Mar 2, 2026, 1:38 PM","","Butterfly (Pec Deck)",,"",1,"normal",20,8,,,
"Pecs / épaules","Mar 2, 2026, 12:49 PM","Mar 2, 2026, 1:38 PM","","Butterfly (Pec Deck)",,"",2,"normal",20,8,,,
"Pecs / épaules","Mar 2, 2026, 12:49 PM","Mar 2, 2026, 1:38 PM","","Overhead Press (Dumbbell)",,"",0,"normal",22,10,,,
"Pecs / épaules","Mar 2, 2026, 12:49 PM","Mar 2, 2026, 1:38 PM","","Overhead Press (Dumbbell)",,"",1,"normal",22,7,,,
"Pecs / épaules","Mar 2, 2026, 12:49 PM","Mar 2, 2026, 1:38 PM","","Overhead Press (Dumbbell)",,"",2,"normal",20,7,,,
"Pecs / épaules","Mar 2, 2026, 12:49 PM","Mar 2, 2026, 1:38 PM","","Overhead Press (Dumbbell)",,"",3,"normal",20,8,,,
"Pecs / épaules","Mar 2, 2026, 12:49 PM","Mar 2, 2026, 1:38 PM","","Lateral Raise (Cable)",,"",0,"normal",7.5,10,,,
"Pecs / épaules","Mar 2, 2026, 12:49 PM","Mar 2, 2026, 1:38 PM","","Lateral Raise (Cable)",,"",1,"normal",5,8,,,
"Pecs / épaules","Mar 2, 2026, 12:49 PM","Mar 2, 2026, 1:38 PM","","Lateral Raise (Cable)",,"",2,"normal",7.5,9,,,
"Pecs / épaules","Mar 2, 2026, 12:49 PM","Mar 2, 2026, 1:38 PM","","Lateral Raise (Cable)",,"",3,"normal",5,8,,,
"Pecs / épaules","Mar 2, 2026, 12:49 PM","Mar 2, 2026, 1:38 PM","","Lateral Raise (Cable)",,"",4,"normal",7.5,8,,,
"Pecs / épaules","Mar 2, 2026, 12:49 PM","Mar 2, 2026, 1:38 PM","","Lateral Raise (Cable)",,"",5,"normal",5,10,,,
"Pecs","Feb 26, 2026, 8:19 PM","Feb 26, 2026, 9:27 PM","","Incline Bench Press (Smith Machine)",,"",0,"normal",55,10,,,
"Pecs","Feb 26, 2026, 8:19 PM","Feb 26, 2026, 9:27 PM","","Incline Bench Press (Smith Machine)",,"",1,"normal",55,7,,,
"Pecs","Feb 26, 2026, 8:19 PM","Feb 26, 2026, 9:27 PM","","Incline Bench Press (Smith Machine)",,"",2,"normal",50,8,,,
"Pecs","Feb 26, 2026, 8:19 PM","Feb 26, 2026, 9:27 PM","","Incline Bench Press (Smith Machine)",,"",3,"normal",45,10,,,
"Pecs","Feb 26, 2026, 8:19 PM","Feb 26, 2026, 9:27 PM","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",70,8,,,
"Pecs","Feb 26, 2026, 8:19 PM","Feb 26, 2026, 9:27 PM","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",65,8,,,
"Pecs","Feb 26, 2026, 8:19 PM","Feb 26, 2026, 9:27 PM","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",65,7,,,
"Pecs","Feb 26, 2026, 8:19 PM","Feb 26, 2026, 9:27 PM","","Iso-Lateral Chest Press (Machine)",,"",3,"normal",60,7,,,
"Pecs","Feb 26, 2026, 8:19 PM","Feb 26, 2026, 9:27 PM","","Butterfly (Pec Deck)",,"",0,"normal",20,8,,,
"Pecs","Feb 26, 2026, 8:19 PM","Feb 26, 2026, 9:27 PM","","Butterfly (Pec Deck)",,"",1,"normal",20,7,,,
"Pecs","Feb 26, 2026, 8:19 PM","Feb 26, 2026, 9:27 PM","","Butterfly (Pec Deck)",,"",2,"normal",15,10,,,
"Pecs","Feb 26, 2026, 8:19 PM","Feb 26, 2026, 9:27 PM","","Butterfly (Pec Deck)",,"",3,"normal",15,10,,,
"Pecs","Feb 26, 2026, 8:19 PM","Feb 26, 2026, 9:27 PM","","Cable Fly Crossovers",,"",0,"normal",7.5,10,,,
"Pecs","Feb 26, 2026, 8:19 PM","Feb 26, 2026, 9:27 PM","","Cable Fly Crossovers",,"",1,"normal",7.5,10,,,
"Pecs","Feb 26, 2026, 8:19 PM","Feb 26, 2026, 9:27 PM","","Cable Fly Crossovers",,"",2,"normal",7.5,10,,,
"Pecs","Feb 26, 2026, 8:19 PM","Feb 26, 2026, 9:27 PM","","Cable Fly Crossovers",,"",3,"normal",7.5,10,,,
"Pecs","Feb 26, 2026, 8:19 PM","Feb 26, 2026, 9:27 PM","","Cable Fly Crossovers",,"",4,"normal",7.5,10,,,
"Dos / Biceps","Feb 24, 2026, 8:42 PM","Feb 24, 2026, 10:07 PM","","Lat Pulldown (Cable)",,"",0,"normal",60,10,,,
"Dos / Biceps","Feb 24, 2026, 8:42 PM","Feb 24, 2026, 10:07 PM","","Lat Pulldown (Cable)",,"",1,"normal",60,10,,,
"Dos / Biceps","Feb 24, 2026, 8:42 PM","Feb 24, 2026, 10:07 PM","","Lat Pulldown (Cable)",,"",2,"normal",55,9,,,
"Dos / Biceps","Feb 24, 2026, 8:42 PM","Feb 24, 2026, 10:07 PM","","Lat Pulldown (Cable)",,"",3,"normal",55,9,,,
"Dos / Biceps","Feb 24, 2026, 8:42 PM","Feb 24, 2026, 10:07 PM","","Seated Cable Row - Bar Grip",,"",0,"normal",65,8,,,
"Dos / Biceps","Feb 24, 2026, 8:42 PM","Feb 24, 2026, 10:07 PM","","Seated Cable Row - Bar Grip",,"",1,"normal",60,9,,,
"Dos / Biceps","Feb 24, 2026, 8:42 PM","Feb 24, 2026, 10:07 PM","","Seated Cable Row - Bar Grip",,"",2,"normal",55,10,,,
"Dos / Biceps","Feb 24, 2026, 8:42 PM","Feb 24, 2026, 10:07 PM","","Seated Cable Row - Bar Grip",,"",3,"normal",55,10,,,
"Dos / Biceps","Feb 24, 2026, 8:42 PM","Feb 24, 2026, 10:07 PM","","Single Arm Cable Row",,"",0,"normal",25,10,,,
"Dos / Biceps","Feb 24, 2026, 8:42 PM","Feb 24, 2026, 10:07 PM","","Single Arm Cable Row",,"",1,"normal",25,9,,,
"Dos / Biceps","Feb 24, 2026, 8:42 PM","Feb 24, 2026, 10:07 PM","","Single Arm Cable Row",,"",2,"normal",22.5,10,,,
"Dos / Biceps","Feb 24, 2026, 8:42 PM","Feb 24, 2026, 10:07 PM","","Single Arm Cable Row",,"",3,"normal",22.5,11,,,
"Dos / Biceps","Feb 24, 2026, 8:42 PM","Feb 24, 2026, 10:07 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",14,9,,,
"Dos / Biceps","Feb 24, 2026, 8:42 PM","Feb 24, 2026, 10:07 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",12,8,,,
"Dos / Biceps","Feb 24, 2026, 8:42 PM","Feb 24, 2026, 10:07 PM","","Seated Incline Curl (Dumbbell)",,"",2,"normal",12,9,,,
"Dos / Biceps","Feb 24, 2026, 8:42 PM","Feb 24, 2026, 10:07 PM","","Seated Incline Curl (Dumbbell)",,"",3,"normal",12,9,,,
"Dos / Biceps","Feb 24, 2026, 8:42 PM","Feb 24, 2026, 10:07 PM","","Preacher Curl (Machine)",,"",0,"normal",27.5,7,,,
"Dos / Biceps","Feb 24, 2026, 8:42 PM","Feb 24, 2026, 10:07 PM","","Preacher Curl (Machine)",,"",1,"normal",20,9,,,
"Dos / Biceps","Feb 24, 2026, 8:42 PM","Feb 24, 2026, 10:07 PM","","Preacher Curl (Machine)",,"",2,"normal",20,7,,,
"Dos / Biceps","Feb 24, 2026, 8:42 PM","Feb 24, 2026, 10:07 PM","","Preacher Curl (Machine)",,"",3,"normal",20,6,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Incline Bench Press (Smith Machine)",,"",0,"normal",55,9,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Incline Bench Press (Smith Machine)",,"",1,"normal",55,8,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Incline Bench Press (Smith Machine)",,"",2,"normal",50,9,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Incline Bench Press (Smith Machine)",,"",3,"normal",50,8,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",70,10,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",70,8,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",60,10,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Butterfly (Pec Deck)",,"⚠️",0,"normal",20,8,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Butterfly (Pec Deck)",,"⚠️",1,"normal",20,8,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Butterfly (Pec Deck)",,"⚠️",2,"normal",20,8,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Butterfly (Pec Deck)",,"⚠️",3,"normal",20,8,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Overhead Press (Dumbbell)",,"",0,"normal",22,10,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Overhead Press (Dumbbell)",,"",1,"normal",22,9,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Overhead Press (Dumbbell)",,"",2,"normal",20,10,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Overhead Press (Dumbbell)",,"",3,"normal",20,10,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Lateral Raise (Cable)",,"",0,"normal",7.5,10,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Lateral Raise (Cable)",,"",1,"normal",5,8,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Lateral Raise (Cable)",,"",2,"normal",7.5,9,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Lateral Raise (Cable)",,"",3,"normal",5,8,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Lateral Raise (Cable)",,"",4,"normal",7.5,8,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Lateral Raise (Cable)",,"",5,"normal",5,10,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Lateral Raise (Cable)",,"",6,"normal",2.5,10,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Triceps Pushdown",,"",0,"normal",25,10,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Triceps Pushdown",,"",1,"normal",25,10,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Triceps Pushdown",,"",2,"normal",25,10,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Triceps Pushdown",,"",3,"normal",22.5,10,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Seated Triceps Press",,"",0,"normal",80,10,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Seated Triceps Press",,"",1,"normal",80,10,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Seated Triceps Press",,"",2,"normal",80,10,,,
"Bon dimanche 🕺🏻🔥","Feb 22, 2026, 1:29 PM","Feb 22, 2026, 3:08 PM","","Seated Triceps Press",,"",3,"normal",80,10,,,
"Pecs","Feb 20, 2026, 7:34 PM","Feb 20, 2026, 8:48 PM","","Incline Bench Press (Smith Machine)",,"Derniere a 45 pas 40…",0,"normal",55,9,,,
"Pecs","Feb 20, 2026, 7:34 PM","Feb 20, 2026, 8:48 PM","","Incline Bench Press (Smith Machine)",,"Derniere a 45 pas 40…",1,"normal",50,9,,,
"Pecs","Feb 20, 2026, 7:34 PM","Feb 20, 2026, 8:48 PM","","Incline Bench Press (Smith Machine)",,"Derniere a 45 pas 40…",2,"normal",50,8,,,
"Pecs","Feb 20, 2026, 7:34 PM","Feb 20, 2026, 8:48 PM","","Incline Bench Press (Smith Machine)",,"Derniere a 45 pas 40…",3,"normal",40,10,,,
"Pecs","Feb 20, 2026, 7:34 PM","Feb 20, 2026, 8:48 PM","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",60,10,,,
"Pecs","Feb 20, 2026, 7:34 PM","Feb 20, 2026, 8:48 PM","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",60,10,,,
"Pecs","Feb 20, 2026, 7:34 PM","Feb 20, 2026, 8:48 PM","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",60,10,,,
"Pecs","Feb 20, 2026, 7:34 PM","Feb 20, 2026, 8:48 PM","","Iso-Lateral Chest Press (Machine)",,"",3,"normal",60,9,,,
"Pecs","Feb 20, 2026, 7:34 PM","Feb 20, 2026, 8:48 PM","","Butterfly (Pec Deck)",,"",0,"normal",20,8,,,
"Pecs","Feb 20, 2026, 7:34 PM","Feb 20, 2026, 8:48 PM","","Butterfly (Pec Deck)",,"",1,"normal",20,10,,,
"Pecs","Feb 20, 2026, 7:34 PM","Feb 20, 2026, 8:48 PM","","Butterfly (Pec Deck)",,"",2,"normal",20,8,,,
"Pecs","Feb 20, 2026, 7:34 PM","Feb 20, 2026, 8:48 PM","","Butterfly (Pec Deck)",,"",3,"normal",20,8,,,
"Pecs","Feb 20, 2026, 7:34 PM","Feb 20, 2026, 8:48 PM","","Cable Fly Crossovers",,"",0,"normal",7.5,10,,,
"Pecs","Feb 20, 2026, 7:34 PM","Feb 20, 2026, 8:48 PM","","Cable Fly Crossovers",,"",1,"normal",7.5,10,,,
"Pecs","Feb 20, 2026, 7:34 PM","Feb 20, 2026, 8:48 PM","","Cable Fly Crossovers",,"",2,"normal",7.5,10,,,
"Pecs","Feb 20, 2026, 7:34 PM","Feb 20, 2026, 8:48 PM","","Cable Fly Crossovers",,"",3,"normal",7.5,10,,,
"Dos / Biceps","Feb 18, 2026, 12:48 PM","Feb 18, 2026, 1:51 PM","","Lat Pulldown (Cable)",,"",0,"normal",60,10,,,
"Dos / Biceps","Feb 18, 2026, 12:48 PM","Feb 18, 2026, 1:51 PM","","Lat Pulldown (Cable)",,"",1,"normal",55,10,,,
"Dos / Biceps","Feb 18, 2026, 12:48 PM","Feb 18, 2026, 1:51 PM","","Lat Pulldown (Cable)",,"",2,"normal",55,8,,,
"Dos / Biceps","Feb 18, 2026, 12:48 PM","Feb 18, 2026, 1:51 PM","","Lat Pulldown (Cable)",,"",3,"normal",50,10,,,
"Dos / Biceps","Feb 18, 2026, 12:48 PM","Feb 18, 2026, 1:51 PM","","Seated Cable Row - Bar Grip",,"",0,"normal",65,7,,,
"Dos / Biceps","Feb 18, 2026, 12:48 PM","Feb 18, 2026, 1:51 PM","","Seated Cable Row - Bar Grip",,"",1,"normal",60,8,,,
"Dos / Biceps","Feb 18, 2026, 12:48 PM","Feb 18, 2026, 1:51 PM","","Seated Cable Row - Bar Grip",,"",2,"normal",55,9,,,
"Dos / Biceps","Feb 18, 2026, 12:48 PM","Feb 18, 2026, 1:51 PM","","Seated Cable Row - Bar Grip",,"",3,"normal",50,10,,,
"Dos / Biceps","Feb 18, 2026, 12:48 PM","Feb 18, 2026, 1:51 PM","","Single Arm Cable Row",,"",0,"normal",25,10,,,
"Dos / Biceps","Feb 18, 2026, 12:48 PM","Feb 18, 2026, 1:51 PM","","Single Arm Cable Row",,"",1,"normal",22.5,10,,,
"Dos / Biceps","Feb 18, 2026, 12:48 PM","Feb 18, 2026, 1:51 PM","","Single Arm Cable Row",,"",2,"normal",22.5,10,,,
"Dos / Biceps","Feb 18, 2026, 12:48 PM","Feb 18, 2026, 1:51 PM","","Single Arm Cable Row",,"",3,"normal",22.5,10,,,
"Dos / Biceps","Feb 18, 2026, 12:48 PM","Feb 18, 2026, 1:51 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",14,8,,,
"Dos / Biceps","Feb 18, 2026, 12:48 PM","Feb 18, 2026, 1:51 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",12,8,,,
"Dos / Biceps","Feb 18, 2026, 12:48 PM","Feb 18, 2026, 1:51 PM","","Seated Incline Curl (Dumbbell)",,"",2,"normal",12,8,,,
"Dos / Biceps","Feb 18, 2026, 12:48 PM","Feb 18, 2026, 1:51 PM","","Seated Incline Curl (Dumbbell)",,"",3,"normal",12,7,,,
"Dos / Biceps","Feb 18, 2026, 12:48 PM","Feb 18, 2026, 1:51 PM","","Preacher Curl (Barbell)",,"",0,"normal",35,7,,,
"Dos / Biceps","Feb 18, 2026, 12:48 PM","Feb 18, 2026, 1:51 PM","","Preacher Curl (Barbell)",,"",1,"normal",30,7,,,
"Dos / Biceps","Feb 18, 2026, 12:48 PM","Feb 18, 2026, 1:51 PM","","Preacher Curl (Barbell)",,"",2,"normal",25,10,,,
"Dos / Biceps","Feb 18, 2026, 12:48 PM","Feb 18, 2026, 1:51 PM","","Preacher Curl (Barbell)",,"",3,"normal",25,10,,,
"Pecs / épaules / triceps","Feb 17, 2026, 8:41 PM","Feb 17, 2026, 10:09 PM","","Iso-Lateral Chest Press (Machine)",,"",0,"normal",70,10,,,
"Pecs / épaules / triceps","Feb 17, 2026, 8:41 PM","Feb 17, 2026, 10:09 PM","","Iso-Lateral Chest Press (Machine)",,"",1,"normal",70,10,,,
"Pecs / épaules / triceps","Feb 17, 2026, 8:41 PM","Feb 17, 2026, 10:09 PM","","Iso-Lateral Chest Press (Machine)",,"",2,"normal",70,6,,,
"Pecs / épaules / triceps","Feb 17, 2026, 8:41 PM","Feb 17, 2026, 10:09 PM","","Iso-Lateral Chest Press (Machine)",,"",3,"normal",60,10,,,
"Pecs / épaules / triceps","Feb 17, 2026, 8:41 PM","Feb 17, 2026, 10:09 PM","","Incline Bench Press (Smith Machine)",,"",0,"normal",55,6,,,
"Pecs / épaules / triceps","Feb 17, 2026, 8:41 PM","Feb 17, 2026, 10:09 PM","","Incline Bench Press (Smith Machine)",,"",1,"normal",50,6,,,
"Pecs / épaules / triceps","Feb 17, 2026, 8:41 PM","Feb 17, 2026, 10:09 PM","","Incline Bench Press (Smith Machine)",,"",2,"normal",45,9,,,
"Pecs / épaules / triceps","Feb 17, 2026, 8:41 PM","Feb 17, 2026, 10:09 PM","","Incline Bench Press (Smith Machine)",,"",3,"normal",45,10,,,
"Pecs / épaules / triceps","Feb 17, 2026, 8:41 PM","Feb 17, 2026, 10:09 PM","","Butterfly (Pec Deck)",,"",0,"normal",20,10,,,
"Pecs / épaules / triceps","Feb 17, 2026, 8:41 PM","Feb 17, 2026, 10:09 PM","","Butterfly (Pec Deck)",,"",1,"normal",20,10,,,
"Pecs / épaules / triceps","Feb 17, 2026, 8:41 PM","Feb 17, 2026, 10:09 PM","","Butterfly (Pec Deck)",,"",2,"normal",20,8,,,
"Pecs / épaules / triceps","Feb 17, 2026, 8:41 PM","Feb 17, 2026, 10:09 PM","","Butterfly (Pec Deck)",,"",3,"normal",20,7,,,
